artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
The Beatles,Let it Be,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4,0
Morris Day,Jungle Love,0.609,0.933,10,-3.94,0,0.0937,0.00453,6.52e-06,0.121,0.568,124.452,audio_features,6HPbHOHTPV0uNMcR4D8Au1,spotify:track:6HPbHOHTPV0uNMcR4D8Au1,https://api.spotify.com/v1/tracks/6HPbHOHTPV0uNMcR4D8Au1,https://api.spotify.com/v1/audio-analysis/6HPbHOHTPV0uNMcR4D8Au1,175840,4,0
The Carpenters,Solitaire,0.245,0.243,4,-15.046,1,0.0312,0.193,2.78e-06,0.122,0.156,139.773,audio_features,7IRjDFDjBVGp2qdBNrq4S6,spotify:track:7IRjDFDjBVGp2qdBNrq4S6,https://api.spotify.com/v1/tracks/7IRjDFDjBVGp2qdBNrq4S6,https://api.spotify.com/v1/audio-analysis/7IRjDFDjBVGp2qdBNrq4S6,279893,4,0
The Pretenders,I Go To Sleep,0.565,0.381,6,-8.525,0,0.026,0.768,0.000171,0.115,0.229,153.398,audio_features,7DzdZXFgiJD5SRIJJ8DvNR,spotify:track:7DzdZXFgiJD5SRIJJ8DvNR,https://api.spotify.com/v1/tracks/7DzdZXFgiJD5SRIJJ8DvNR,https://api.spotify.com/v1/audio-analysis/7DzdZXFgiJD5SRIJJ8DvNR,177947,3,0
Death Cab For Cutie,Company Calls Epilogue,0.573,0.509,11,-10.859,0,0.0266,0.036,0.00104,0.23,0.389,79.157,audio_features,28QzXO5c4YLdbxN2VuhQOs,spotify:track:28QzXO5c4YLdbxN2VuhQOs,https://api.spotify.com/v1/tracks/28QzXO5c4YLdbxN2VuhQOs,https://api.spotify.com/v1/audio-analysis/28QzXO5c4YLdbxN2VuhQOs,316253,4,0
Air Supply,Without You,0.371,0.509,5,-6.426,1,0.0302,0.123,0.000964,0.381,0.291,128.618,audio_features,2W2b9tzPD6LaZbtg0jS8Xe,spotify:track:2W2b9tzPD6LaZbtg0jS8Xe,https://api.spotify.com/v1/tracks/2W2b9tzPD6LaZbtg0jS8Xe,https://api.spotify.com/v1/audio-analysis/2W2b9tzPD6LaZbtg0jS8Xe,272627,4,0
"Ludacris, Mary J. Blige",Runaway Love,0.56,0.736,5,-6.967,0,0.266,0.317,0,0.329,0.822,91.299,audio_features,3QnEp4rluCxUwgpXT43jmC,spotify:track:3QnEp4rluCxUwgpXT43jmC,https://api.spotify.com/v1/tracks/3QnEp4rluCxUwgpXT43jmC,https://api.spotify.com/v1/audio-analysis/3QnEp4rluCxUwgpXT43jmC,280680,4,0
Elvis,Anything That's Part Of You,0.45,0.112,2,-18.968,1,0.0365,0.918,0.288,0.148,0.204,76.098,audio_features,3iiR1M95X0Ib4HwqQApZZb,spotify:track:3iiR1M95X0Ib4HwqQApZZb,https://api.spotify.com/v1/tracks/3iiR1M95X0Ib4HwqQApZZb,https://api.spotify.com/v1/audio-analysis/3iiR1M95X0Ib4HwqQApZZb,125307,4,0
The Beatles,Hey Jude,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,audio_features,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4,0
Bob Carlisle,Butterfly Kisses,0.386,0.364,0,-9.624,1,0.032,0.543,0,0.347,0.105,81.895,audio_features,1mwCSKK0YRDsgnj2VwyZSU,spotify:track:1mwCSKK0YRDsgnj2VwyZSU,https://api.spotify.com/v1/tracks/1mwCSKK0YRDsgnj2VwyZSU,https://api.spotify.com/v1/audio-analysis/1mwCSKK0YRDsgnj2VwyZSU,340600,4,0
Nick Drake,Black Eyed Dog,0.631,0.184,7,-16.295,1,0.0578,0.912,0.227,0.111,0.247,100.301,audio_features,1ORNDo58BSH2uP0nNXJTT1,spotify:track:1ORNDo58BSH2uP0nNXJTT1,https://api.spotify.com/v1/tracks/1ORNDo58BSH2uP0nNXJTT1,https://api.spotify.com/v1/audio-analysis/1ORNDo58BSH2uP0nNXJTT1,207653,4,0
Conway Twitty,That's My Job,0.606,0.182,9,-14.504,1,0.0305,0.477,0,0.173,0.302,103.839,audio_features,2NPjXgWmTmpKg5lelNUDDQ,spotify:track:2NPjXgWmTmpKg5lelNUDDQ,https://api.spotify.com/v1/tracks/2NPjXgWmTmpKg5lelNUDDQ,https://api.spotify.com/v1/audio-analysis/2NPjXgWmTmpKg5lelNUDDQ,291840,4,0
Cindy Lauper,Time After Time,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,audio_features,1Jj6MF0xDOMA3Ut2Z368Bx,spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/audio-analysis/1Jj6MF0xDOMA3Ut2Z368Bx,243067,4,0
The Manhattans,Kiss and Say Goodbye,0.587,0.376,10,-13.52,1,0.0634,0.399,2.8e-06,0.156,0.655,129.199,audio_features,4GBq8IPJieQyxwpHfLCxAx,spotify:track:4GBq8IPJieQyxwpHfLCxAx,https://api.spotify.com/v1/tracks/4GBq8IPJieQyxwpHfLCxAx,https://api.spotify.com/v1/audio-analysis/4GBq8IPJieQyxwpHfLCxAx,265627,4,0
Righteous Brothers,You've Lost that Lovin' Feelin',0.369,0.305,1,-14.303,1,0.0267,0.522,0,0.0579,0.376,94.791,audio_features,6AeyHqzNHJthYJbn0tvJ4b,spotify:track:6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/tracks/6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/audio-analysis/6AeyHqzNHJthYJbn0tvJ4b,226453,4,0
Elvis Costello,I Want You,0.5,0.127,4,-17.747,0,0.0753,0.354,0,0.355,0.205,123.107,audio_features,1VN8ew9KECPqYS3sVbnZRr,spotify:track:1VN8ew9KECPqYS3sVbnZRr,https://api.spotify.com/v1/tracks/1VN8ew9KECPqYS3sVbnZRr,https://api.spotify.com/v1/audio-analysis/1VN8ew9KECPqYS3sVbnZRr,401293,4,0
Garth Brooks,What She's Doing Now,0.597,0.502,2,-9.179,1,0.0253,0.417,5.57e-06,0.251,0.403,82.168,audio_features,6CwgzWDUaC6L1oN4Rku4Ht,spotify:track:6CwgzWDUaC6L1oN4Rku4Ht,https://api.spotify.com/v1/tracks/6CwgzWDUaC6L1oN4Rku4Ht,https://api.spotify.com/v1/audio-analysis/6CwgzWDUaC6L1oN4Rku4Ht,205497,4,0
Billie Holiday,"Good Morning, Heartache",0.4,0.216,1,-12.758,1,0.0373,0.923,3.84e-05,0.133,0.318,69.881,audio_features,4Yf0UI6W7OPH2GEaFjSHwg,spotify:track:4Yf0UI6W7OPH2GEaFjSHwg,https://api.spotify.com/v1/tracks/4Yf0UI6W7OPH2GEaFjSHwg,https://api.spotify.com/v1/audio-analysis/4Yf0UI6W7OPH2GEaFjSHwg,188160,4,0
The O'Jays,Who Am I,0.453,0.31,9,-15.705,0,0.0517,0.488,3.42e-06,0.281,0.303,118.034,audio_features,2YswUTbozv3CfQfBV8p7L6,spotify:track:2YswUTbozv3CfQfBV8p7L6,https://api.spotify.com/v1/tracks/2YswUTbozv3CfQfBV8p7L6,https://api.spotify.com/v1/audio-analysis/2YswUTbozv3CfQfBV8p7L6,311107,4,0
Johnny Cash,I Hung My Head,0.442,0.382,0,-9.626,1,0.0345,0.861,5.02e-05,0.113,0.375,99.796,audio_features,3iBemYZi4lw53UYDlxqMlw,spotify:track:3iBemYZi4lw53UYDlxqMlw,https://api.spotify.com/v1/tracks/3iBemYZi4lw53UYDlxqMlw,https://api.spotify.com/v1/audio-analysis/3iBemYZi4lw53UYDlxqMlw,233240,4,0
Billie Holiday,Strange Fruit,0.384,0.078,0,-13.77,0,0.0469,0.967,5.49e-06,0.135,0.135,97.427,audio_features,6W5706MsehAWMAZLIg9Fu2,spotify:track:6W5706MsehAWMAZLIg9Fu2,https://api.spotify.com/v1/tracks/6W5706MsehAWMAZLIg9Fu2,https://api.spotify.com/v1/audio-analysis/6W5706MsehAWMAZLIg9Fu2,181387,4,0
Further Seems Forever,Just Until Sundown,0.2,0.894,10,-3.8,1,0.0705,0.0205,1.11e-06,0.0906,0.373,183.237,audio_features,0cD2uMlQ5wpgFmfCzKW5y1,spotify:track:0cD2uMlQ5wpgFmfCzKW5y1,https://api.spotify.com/v1/tracks/0cD2uMlQ5wpgFmfCzKW5y1,https://api.spotify.com/v1/audio-analysis/0cD2uMlQ5wpgFmfCzKW5y1,194520,3,0
Barry Manilow,Mandy,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734,audio_features,6iXQrhhgBisdfvS34EMTZ3,spotify:track:6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/tracks/6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/audio-analysis/6iXQrhhgBisdfvS34EMTZ3,213333,4,0
Tracy Nelson,Down So Low,0.265,0.172,10,-13.72,1,0.0333,0.866,6.4e-06,0.114,0.239,174.059,audio_features,2gpf9jboFjHrDQgOuAYhCJ,spotify:track:2gpf9jboFjHrDQgOuAYhCJ,https://api.spotify.com/v1/tracks/2gpf9jboFjHrDQgOuAYhCJ,https://api.spotify.com/v1/audio-analysis/2gpf9jboFjHrDQgOuAYhCJ,228933,4,0
The Platters,My Prayer,0.391,0.275,10,-8.259,1,0.0277,0.825,0,0.0946,0.243,71.281,audio_features,1ntGJDSakqsaw1KhptKrB5,spotify:track:1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/audio-analysis/1ntGJDSakqsaw1KhptKrB5,167800,4,0
Billie Holiday,I Get Along Without You Very Well,0.328,0.236,8,-17.911,1,0.0334,0.21,0.000882,0.172,0.332,74.382,audio_features,0MwFfbwwhTxa7ZMdFjVoGp,spotify:track:0MwFfbwwhTxa7ZMdFjVoGp,https://api.spotify.com/v1/tracks/0MwFfbwwhTxa7ZMdFjVoGp,https://api.spotify.com/v1/audio-analysis/0MwFfbwwhTxa7ZMdFjVoGp,179093,4,0
REM,Everybody Hurts,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,audio_features,6PypGyiu0Y2lCDBN1XZEnP,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/tracks/6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/audio-analysis/6PypGyiu0Y2lCDBN1XZEnP,320267,3,0
Queen,The Show Must Go On,0.428,0.701,11,-6.67,0,0.0352,0.425,1.61e-06,0.102,0.201,83.97,audio_features,3hU637WcAGM5ubSqeaTme5,spotify:track:3hU637WcAGM5ubSqeaTme5,https://api.spotify.com/v1/tracks/3hU637WcAGM5ubSqeaTme5,https://api.spotify.com/v1/audio-analysis/3hU637WcAGM5ubSqeaTme5,277827,4,0
Bob Dylan,If You See Her Say Hello,0.558,0.304,2,-10.871,1,0.0347,0.739,0,0.117,0.195,127.502,audio_features,4o8ASl77G362BEVsp3TuvB,spotify:track:4o8ASl77G362BEVsp3TuvB,https://api.spotify.com/v1/tracks/4o8ASl77G362BEVsp3TuvB,https://api.spotify.com/v1/audio-analysis/4o8ASl77G362BEVsp3TuvB,238133,4,0
Bobby Goldsboro,Honey,0.5,0.189,7,-17.563,1,0.0307,0.21,3.08e-05,0.129,0.587,93.259,audio_features,3ZnlYvqCnjJ7OeZhVKkWPg,spotify:track:3ZnlYvqCnjJ7OeZhVKkWPg,https://api.spotify.com/v1/tracks/3ZnlYvqCnjJ7OeZhVKkWPg,https://api.spotify.com/v1/audio-analysis/3ZnlYvqCnjJ7OeZhVKkWPg,239067,4,0
Dusty Springfield,Yesterday When I was Young,0.322,0.511,9,-10.703,0,0.0341,0.455,0,0.83,0.586,84.241,audio_features,09qip0IZW1MkYT1Y4s20NX,spotify:track:09qip0IZW1MkYT1Y4s20NX,https://api.spotify.com/v1/tracks/09qip0IZW1MkYT1Y4s20NX,https://api.spotify.com/v1/audio-analysis/09qip0IZW1MkYT1Y4s20NX,222267,4,0
Linkin Park,In the End,0.542,0.853,3,-6.407,0,0.0498,0.0103,0,0.108,0.37,105.256,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216933,4,0
Led Zeppelin,All My Love,0.599,0.744,7,-8.72,1,0.0316,0.131,0.00275,0.0795,0.723,91.259,audio_features,6lrh9jZ1xoMwoErgPSj2rY,spotify:track:6lrh9jZ1xoMwoErgPSj2rY,https://api.spotify.com/v1/tracks/6lrh9jZ1xoMwoErgPSj2rY,https://api.spotify.com/v1/audio-analysis/6lrh9jZ1xoMwoErgPSj2rY,351267,4,0
U2,Bad,0.384,0.712,2,-7.92,1,0.032,0.0218,0.000589,0.0995,0.347,98.437,audio_features,3fOsKEaGwhp9TRgJnrMA2z,spotify:track:3fOsKEaGwhp9TRgJnrMA2z,https://api.spotify.com/v1/tracks/3fOsKEaGwhp9TRgJnrMA2z,https://api.spotify.com/v1/audio-analysis/3fOsKEaGwhp9TRgJnrMA2z,349507,4,0
Steve Winwood,Roll With It,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.954,117.254,audio_features,2QlPByrmEO9XciNBXCrawR,spotify:track:2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/tracks/2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/audio-analysis/2QlPByrmEO9XciNBXCrawR,320733,4,1
Jackie Wilson ,(Your Love Keeps Lifting Me) Higher And Higher,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,audio_features,4TBBPZks71c60whhq0PgdP,spotify:track:4TBBPZks71c60whhq0PgdP,https://api.spotify.com/v1/tracks/4TBBPZks71c60whhq0PgdP,https://api.spotify.com/v1/audio-analysis/4TBBPZks71c60whhq0PgdP,181067,4,1
Nazareth,Love Hurts,0.477,0.347,7,-11.847,1,0.0248,0.00482,0.00409,0.34,0.139,80.097,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4,0
Willie Nelson,Always on My Mind,0.518,0.261,2,-13.868,1,0.0272,0.755,0.00106,0.144,0.2,73.336,audio_features,2xYQTU2bbg6WVAmpY1eae4,spotify:track:2xYQTU2bbg6WVAmpY1eae4,https://api.spotify.com/v1/tracks/2xYQTU2bbg6WVAmpY1eae4,https://api.spotify.com/v1/audio-analysis/2xYQTU2bbg6WVAmpY1eae4,212667,4,0
Lesley Roy,Unbeautiful,0.471,0.92,4,-4.155,1,0.044,0.0373,0,0.0772,0.251,132.084,audio_features,1W5hsd7R9TZRJ4Zw8NuFjK,spotify:track:1W5hsd7R9TZRJ4Zw8NuFjK,https://api.spotify.com/v1/tracks/1W5hsd7R9TZRJ4Zw8NuFjK,https://api.spotify.com/v1/audio-analysis/1W5hsd7R9TZRJ4Zw8NuFjK,231333,4,0
Reba McEntire,The Greatest Man I Never Knew,0.528,0.339,1,-7.99,1,0.0249,0.749,0,0.0976,0.218,85.082,audio_features,2X24Lnb48oWOzMQBBan1qY,spotify:track:2X24Lnb48oWOzMQBBan1qY,https://api.spotify.com/v1/tracks/2X24Lnb48oWOzMQBBan1qY,https://api.spotify.com/v1/audio-analysis/2X24Lnb48oWOzMQBBan1qY,193880,4,0
Queen,These Are the Days of Our Lives,0.677,0.403,0,-9.457,1,0.0291,0.375,0.000269,0.0594,0.568,112.619,audio_features,2HpkD9J7t7xBaduVflpmqn,spotify:track:2HpkD9J7t7xBaduVflpmqn,https://api.spotify.com/v1/tracks/2HpkD9J7t7xBaduVflpmqn,https://api.spotify.com/v1/audio-analysis/2HpkD9J7t7xBaduVflpmqn,255040,4,0
Ella Fitzgerald,Summertime,0.152,0.0882,8,-21.102,0,0.0336,0.907,0.00371,0.107,0.121,65.923,audio_features,7LHdSTKBYwB4GuiDwgsHri,spotify:track:7LHdSTKBYwB4GuiDwgsHri,https://api.spotify.com/v1/tracks/7LHdSTKBYwB4GuiDwgsHri,https://api.spotify.com/v1/audio-analysis/7LHdSTKBYwB4GuiDwgsHri,298133,4,0
Florence + The Machine,Shake It Out,0.519,0.808,10,-4.097,1,0.0383,0.0126,0,0.105,0.251,107.505,audio_features,4lY95OMGb9WxP6IYut64ir,spotify:track:4lY95OMGb9WxP6IYut64ir,https://api.spotify.com/v1/tracks/4lY95OMGb9WxP6IYut64ir,https://api.spotify.com/v1/audio-analysis/4lY95OMGb9WxP6IYut64ir,277720,4,1
Simple Plan,Perfect,0.494,0.672,3,-4.877,1,0.0405,0.0273,0,0.105,0.557,156.208,audio_features,4j3X4KX8rURekAVIFUhI23,spotify:track:4j3X4KX8rURekAVIFUhI23,https://api.spotify.com/v1/tracks/4j3X4KX8rURekAVIFUhI23,https://api.spotify.com/v1/audio-analysis/4j3X4KX8rURekAVIFUhI23,277027,4,0
Katy Perry,Firework,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,audio_features,4lCv7b86sLynZbXhfScfm2,spotify:track:4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2,227880,4,1
Bobby McFerrin,"Don't Worry, Be Happy",0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,audio_features,4hObp5bmIJ3PP3cKA9K9GY,spotify:track:4hObp5bmIJ3PP3cKA9K9GY,https://api.spotify.com/v1/tracks/4hObp5bmIJ3PP3cKA9K9GY,https://api.spotify.com/v1/audio-analysis/4hObp5bmIJ3PP3cKA9K9GY,294400,4,1
Michael W. Smith,Friends,0.61,0.476,7,-10.55,1,0.0303,0.506,0,0.197,0.443,135.941,audio_features,4q2l7MCk0oNZUxMXK1qZsU,spotify:track:4q2l7MCk0oNZUxMXK1qZsU,https://api.spotify.com/v1/tracks/4q2l7MCk0oNZUxMXK1qZsU,https://api.spotify.com/v1/audio-analysis/4q2l7MCk0oNZUxMXK1qZsU,280240,4,0
Neil Young,Winterlong,0.457,0.611,0,-5.532,1,0.029,0.421,0,0.223,0.541,99.84,audio_features,2SiN8njxfRDBEiXht5lV80,spotify:track:2SiN8njxfRDBEiXht5lV80,https://api.spotify.com/v1/tracks/2SiN8njxfRDBEiXht5lV80,https://api.spotify.com/v1/audio-analysis/2SiN8njxfRDBEiXht5lV80,188040,4,0
Elliott Smith,The Biggest Lie,0.543,0.158,5,-16.026,1,0.0357,0.515,6.64e-05,0.123,0.293,150.375,audio_features,7JXtK6CkiKwH8KlIcUpotX,spotify:track:7JXtK6CkiKwH8KlIcUpotX,https://api.spotify.com/v1/tracks/7JXtK6CkiKwH8KlIcUpotX,https://api.spotify.com/v1/audio-analysis/7JXtK6CkiKwH8KlIcUpotX,159747,4,0
Eric Clapton,River of Tears,0.457,0.525,0,-8.364,1,0.0299,0.083,0.0975,0.763,0.194,108.618,audio_features,4BuUr1VLpSndHMPHhtQoYP,spotify:track:4BuUr1VLpSndHMPHhtQoYP,https://api.spotify.com/v1/tracks/4BuUr1VLpSndHMPHhtQoYP,https://api.spotify.com/v1/audio-analysis/4BuUr1VLpSndHMPHhtQoYP,539293,3,0
Neil Diamond,The Story of My Life,0.231,0.282,0,-10.723,1,0.0289,0.778,6.79e-05,0.15,0.159,76.773,audio_features,3v48PPooqIAY7sKpKiF74K,spotify:track:3v48PPooqIAY7sKpKiF74K,https://api.spotify.com/v1/tracks/3v48PPooqIAY7sKpKiF74K,https://api.spotify.com/v1/audio-analysis/3v48PPooqIAY7sKpKiF74K,223840,4,0
Diamond Rio,I Believe,0.332,0.232,10,-10.737,1,0.0343,0.687,0,0.107,0.151,122.096,audio_features,1XBlzIEr1bokhNOAFgBL6S,spotify:track:1XBlzIEr1bokhNOAFgBL6S,https://api.spotify.com/v1/tracks/1XBlzIEr1bokhNOAFgBL6S,https://api.spotify.com/v1/audio-analysis/1XBlzIEr1bokhNOAFgBL6S,236747,4,0
OneRepublic,Good Life,0.636,0.699,6,-7.687,1,0.0551,0.0929,0,0.115,0.637,94.966,audio_features,6OtCIsQZ64Vs1EbzztvAv4,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,https://api.spotify.com/v1/tracks/6OtCIsQZ64Vs1EbzztvAv4,https://api.spotify.com/v1/audio-analysis/6OtCIsQZ64Vs1EbzztvAv4,253307,4,1
"Peter, Paul and Mary",Leaving on a Jet Plane,0.414,0.167,9,-16.519,1,0.0484,0.804,0,0.117,0.384,133.45,audio_features,6ZSTinOwx5dKFYc6iYyGDn,spotify:track:6ZSTinOwx5dKFYc6iYyGDn,https://api.spotify.com/v1/tracks/6ZSTinOwx5dKFYc6iYyGDn,https://api.spotify.com/v1/audio-analysis/6ZSTinOwx5dKFYc6iYyGDn,207240,4,0
Pink Floyd,The Great Gig in the Sky,0.275,0.216,5,-13.818,1,0.0345,0.768,0.897,0.0832,0.181,116.388,audio_features,2TjdnqlpwOjhijHCwHCP2d,spotify:track:2TjdnqlpwOjhijHCwHCP2d,https://api.spotify.com/v1/tracks/2TjdnqlpwOjhijHCwHCP2d,https://api.spotify.com/v1/audio-analysis/2TjdnqlpwOjhijHCwHCP2d,283872,4,0
Verve,Drugs Don't Work,0.445,0.523,0,-8.647,1,0.0267,0.176,0,0.135,0.194,77.405,audio_features,15kLz0zNFdtsaJdXKSGmTU,spotify:track:15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/tracks/15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/audio-analysis/15kLz0zNFdtsaJdXKSGmTU,304880,4,0
Stephen Bishop,On and On,0.566,0.466,11,-10.268,1,0.0279,0.766,0.000511,0.104,0.588,101.739,audio_features,0Vth3l4XAo8hNYmxjzhr2y,spotify:track:0Vth3l4XAo8hNYmxjzhr2y,https://api.spotify.com/v1/tracks/0Vth3l4XAo8hNYmxjzhr2y,https://api.spotify.com/v1/audio-analysis/0Vth3l4XAo8hNYmxjzhr2y,181893,4,0
Christina Aguilera & Ricky Martin,Nobody Wants to be Lonely,0.581,0.667,1,-12.697,1,0.0357,0.000653,0.00104,0.223,0.868,102.003,audio_features,2AlrGMp5Hr85kT4JUbLz4D,spotify:track:2AlrGMp5Hr85kT4JUbLz4D,https://api.spotify.com/v1/tracks/2AlrGMp5Hr85kT4JUbLz4D,https://api.spotify.com/v1/audio-analysis/2AlrGMp5Hr85kT4JUbLz4D,269374,4,0
Pearl Jam,Nothingman,0.274,0.387,5,-10.206,1,0.0304,0.499,0.000345,0.108,0.15,96.018,audio_features,74kd56Y1oNbQVEQnMdO9LH,spotify:track:74kd56Y1oNbQVEQnMdO9LH,https://api.spotify.com/v1/tracks/74kd56Y1oNbQVEQnMdO9LH,https://api.spotify.com/v1/audio-analysis/74kd56Y1oNbQVEQnMdO9LH,274440,4,0
James Brown,I Got You (I Feel Good),0.608,0.471,0,-8.664,1,0.0945,0.446,3.63e-06,0.369,0.682,70.702,audio_features,0rTkE0FmT4zT2xL6GXwosU,spotify:track:0rTkE0FmT4zT2xL6GXwosU,https://api.spotify.com/v1/tracks/0rTkE0FmT4zT2xL6GXwosU,https://api.spotify.com/v1/audio-analysis/0rTkE0FmT4zT2xL6GXwosU,165800,3,1
James Taylor,Fire and Rain,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,audio_features,3LcYYV9ozePfgYYmXv0P3r,spotify:track:3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/tracks/3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/audio-analysis/3LcYYV9ozePfgYYmXv0P3r,200579,4,0
George Jones,She Thinks I Still Care,0.552,0.362,11,-9.847,1,0.0297,0.642,0,0.124,0.639,115.023,audio_features,5pwqtpAazoPh1G3txEIPAB,spotify:track:5pwqtpAazoPh1G3txEIPAB,https://api.spotify.com/v1/tracks/5pwqtpAazoPh1G3txEIPAB,https://api.spotify.com/v1/audio-analysis/5pwqtpAazoPh1G3txEIPAB,153333,4,0
Rick Astley,Never Gonna Give You Up,0.727,0.939,8,-11.855,1,0.0369,0.135,4.35e-05,0.151,0.916,113.33,audio_features,7GhIk7Il098yCjg4BQjzvb,spotify:track:7GhIk7Il098yCjg4BQjzvb,https://api.spotify.com/v1/tracks/7GhIk7Il098yCjg4BQjzvb,https://api.spotify.com/v1/audio-analysis/7GhIk7Il098yCjg4BQjzvb,212827,4,1
King Crimson,Epitaph,0.528,0.366,4,-12.439,0,0.0297,0.028,0.000448,0.0822,0.195,125.002,audio_features,6QgkSqu0r3KkuiKkzmQo3Z,spotify:track:6QgkSqu0r3KkuiKkzmQo3Z,https://api.spotify.com/v1/tracks/6QgkSqu0r3KkuiKkzmQo3Z,https://api.spotify.com/v1/audio-analysis/6QgkSqu0r3KkuiKkzmQo3Z,521520,4,0
Neil Young,Borrowed Tune,0.41,0.0153,5,-21.965,1,0.05,0.966,3.88e-05,0.0828,0.216,147.419,audio_features,321hoM2XRQRaqGIrix1633,spotify:track:321hoM2XRQRaqGIrix1633,https://api.spotify.com/v1/tracks/321hoM2XRQRaqGIrix1633,https://api.spotify.com/v1/audio-analysis/321hoM2XRQRaqGIrix1633,205367,4,0
Sunny Day Real Estate,In Circles,0.332,0.829,10,-6.649,1,0.047,0.00221,0.0579,0.335,0.36,143.197,audio_features,5k7RUvywwUAl7Dq6qEXR8c,spotify:track:5k7RUvywwUAl7Dq6qEXR8c,https://api.spotify.com/v1/tracks/5k7RUvywwUAl7Dq6qEXR8c,https://api.spotify.com/v1/audio-analysis/5k7RUvywwUAl7Dq6qEXR8c,298373,4,0
Keane,Try Again,0.466,0.533,8,-5.936,0,0.0282,0.188,1.01e-05,0.0876,0.0591,143.97,audio_features,4gDeFO5FbKDvsoNvkLYIq8,spotify:track:4gDeFO5FbKDvsoNvkLYIq8,https://api.spotify.com/v1/tracks/4gDeFO5FbKDvsoNvkLYIq8,https://api.spotify.com/v1/audio-analysis/4gDeFO5FbKDvsoNvkLYIq8,267813,4,0
,Hello Young Lovers,0.487,0.258,5,-11.801,1,0.0361,0.788,0.000213,0.0776,0.516,96.645,audio_features,4usvynbYaFqgm4olpzEp9u,spotify:track:4usvynbYaFqgm4olpzEp9u,https://api.spotify.com/v1/tracks/4usvynbYaFqgm4olpzEp9u,https://api.spotify.com/v1/audio-analysis/4usvynbYaFqgm4olpzEp9u,169560,4,0
